Index,Summary
160,"Process Chemist needed with experience in chemical manufacturing and reaction hazard identification.  Responsibilities include process safety advice, hazard analysis, and collaboration with internal/external teams.  Degree in Chemistry or Chemical Engineering required."
161,"Plant Process Chemist needed.  Manage lab, perform water quality analysis, maintain equipment, prepare reports, and communicate findings to management.  Requires BSc in Chemistry/Chemical Engineering (Master's preferred), 2-3 years' experience."
162,"Process Chemist placement:  Troubleshoot problems, participate in cross-functional projects, analyze samples, identify improvements. Requires strong analytical and organizational skills,  proficiency in Microsoft Office. Chemistry degree required."
163,"Process Chemist needed for nuclear fuel reprocessing.  Responsibilities include process design, hazard analysis, safety case substantiation, and laboratory trials. Requires chemistry degree, postgraduate qualifications, and experience in separation/waste treatment/nuclear fuel processing."
164,"Process Chemist needed for API manufacturing.  Responsibilities include technical transfers, process optimization, troubleshooting, and supporting process teams. Requires PhD in Chemistry (synthetic organic preferred) and API manufacturing experience."
165,"Process Chemist needed with PhD and 1+ year pharmaceutical experience.  Responsibilities include route scouting, impurity analysis, process optimization (lab & pilot scale), and technology transfer to CDMOs.  Requires strong communication and teamwork skills."
166,"Process Chemist needed.  Requires BSc/MS/PhD in chemistry, strong communication skills, and experience in API plant processes.  Responsibilities include process improvement, risk assessment, technical documentation, training, troubleshooting, and regulatory submissions."
167,"Process Chemist needed.  Lead process improvements, risk assessments, technology transfers, and technical documentation.  Troubleshoot issues, liaise with customers & suppliers.  Requires chemistry degree and excellent communication skills. API plant experience preferred."
168,"Process Chemist needed for pharmaceutical manufacturing.  Requires 4+ years' experience, cGMP knowledge, troubleshooting skills, and teamwork.  API/small molecule experience preferred. Operational Excellence certification a plus."
169,"Senior Process Chemist needed with PhD in Organic Chemistry and 4+ years' pharmaceutical experience.  Responsibilities include API process development, IP generation, technology transfer, and regulatory compliance (GMP, ICH, FDA).  Strong communication and teamwork skills required."
170,"Senior Process Chemist needed for agrochemicals.  Requires 8+ years R&D experience in agro/pharma/specialty chemicals, process scale-up expertise, and CRO collaboration.  Responsibilities include process development, scale-up, troubleshooting, and technology transfer.  International travel (up to 10%) may be required."
171,"Senior Process Chemist needed for agrochemicals.  Requires 8+ years' R&D experience in process scale-up (Kilo Lab/Pilot Plant), troubleshooting, and technology transfer.  Experience with CROs and international travel preferred.  Develops safe, cost-effective chemical processes."
172,"Senior Process Chemist needed for agrochemicals.  8+ years' R&D experience in agro/pharma/specialty chemicals required.  Responsibilities include process development, scale-up, troubleshooting, and technology transfer.  Experience with CROs and project management preferred.  International travel (up to 10%)."
173,"Senior Process Chemist needed for agrochemicals.  8+ years R&D experience in agrochemical/pharmaceutical industry required.  Scale-up, troubleshooting, and technology transfer expertise essential.  CRO experience preferred.  International travel (up to 10%)."
174,"Senior Process Chemist needed for agrochemicals.  8+ years' R&D experience in process scale-up (Kilo Lab/Pilot Plant), troubleshooting, and technology transfer.  Experience with CROs and international collaboration required.  Develops safe, cost-effective chemical processes."
175,"Senior Process Chemist needed for agrochemicals.  Requires 8+ years R&D experience in process scale-up (Kilo Lab/Pilot Plant), troubleshooting, and technology transfer.  Experience with CROs and international travel preferred.  Develops and implements chemical processes, ensuring safety and cost-effectiveness."
176,"Senior Process Chemist needed for agrochemical company.  Requires 8+ years' R&D experience in process scale-up (Kilo Lab/Pilot Plant), troubleshooting, and technology transfer.  Experience with CROs and international travel preferred.  Develops and implements safe, cost-effective chemical processes."
177,"Senior Process Chemist needed for agrochemical company.  Requires 8+ years' R&D experience in process scale-up (Kilo Lab/Pilot Plant), troubleshooting, and technology transfer.  Experience with CROs and international travel preferred.  Develops safe, cost-effective chemical processes."
178,"Senior Process Chemist needed for agrochemicals.  Requires 8+ years' R&D experience in process scale-up, troubleshooting, and technology transfer.  Experience with CROs and international travel preferred.  Develops and implements chemical processes."
179,"Senior Process Chemist needed for agrochemicals.  8+ years R&D experience in agro/pharma/specialty chemicals required.  Scale-up experience (Kilo Lab/Pilot Plant), troubleshooting, CRO collaboration, and technology transfer essential.  International travel (up to 10%)."
180,"Senior Process Chemist needed for agrochemicals.  Requires 8+ years' R&D experience in process scale-up (Kilo Lab/Pilot Plant), troubleshooting, and technology transfer.  Experience with CROs and international travel (up to 10%) preferred.  Develops and implements safe, cost-effective chemical processes."
